Team,Year,Player,FirstName,LastName,Position,GP,GS,Min,G,A,Shts,SOG
Montreal,2012,Collen Warner,Collen,Warner,M,29,27,2431,0,1,32,2
Montreal,2012,Bryan Arguez,Bryan,Arguez,M-D,0,0,0,0,0,0,0
Montreal,2012,Evan James,Evan,James,F,0,0,0,0,0,0,0
Montreal,2012,Gienir Garcia,Gienir,Garcia,D,0,0,0,0,0,0,0
Montreal,2012,Greg Sutton,Greg,Sutton,GK,1,0,24,0,0,0,0
Montreal,2012,Mike Fucito,Mike,Fucito,F,1,0,26,0,0,0,0
Montreal,2012,Karl Ouimette,Karl,Ouimette,D,2,0,66,0,0,0,0
Montreal,2012,Evan Bush,Evan,Bush,GK,1,1,90,0,0,0,0
Montreal,2012,Miguel Montano,Miguel,Montano,M,3,1,115,0,0,7,1
New England,1996,Joe-Max Moore,Joe-Max,Moore,F,14,14,1238,11,1,36,19
New England,1996,Alberto Naveda,Alberto,Naveda,F,25,20,1734,6,7,65,35
New England,1996,Darren Sawatzky,Darren,Sawatzky,F,28,19,1776,4,5,41,22
New England,1996,Paul Keegan,Paul,Keegan,F,27,20,1844,4,3,30,18
New England,1996,Welton,Welton,,F,29,20,1909,3,6,34,15
New England,1996,Geoff Aunger,Geoff,Aunger,D,29,26,2397,3,3,27,8
New England,1996,Imad Baba,Imad,Baba,M,11,8,736,2,2,19,9
New England,1996,John Kerr,John,Kerr,F,7,6,564,2,1,11,4
New England,1996,Robert Ukrop,Robert,Ukrop,F,9,8,634,2,1,14,8
New England,1996,Peter Woodring,Peter,Woodring,D,21,20,1622,1,3,25,4
New England,1996,Mike Burns,Mike,Burns,M,17,14,1294,1,1,11,5
New England,1996,Alexi Lalas,Alexi,Lalas,D,25,25,2218,1,1,17,7
New England,1996,Mark Watson,Mark,Watson,D,4,4,303,1,0,1,1
New England,1996,Ted Chronopoulos,Ted,Chronopoulos,D,14,11,1000,1,0,8,4
New England,1996,John DeBrito,John,DeBrito,D,21,18,1537,0,4,18,7
New England,1996,Kevin Wylie,Kevin,Wylie,F,22,22,1839,0,2,9,2
New England,1996,Jim St. Andre,Jim,St. Andre,GK,15,14,1346,0,1,0,0
New England,1996,Iain Fraser,Iain,Fraser,D,23,23,2070,0,1,2,0
New England,1996,Bojan Vuckovic,Bojan,Vuckovic,F,1,0,14,0,0,0,0
New England,1996,Patrick Tardieu,Patrick,Tardieu,F,5,0,69,0,0,3,1
New England,1996,Victor Mella,Victor,Mella,M,3,1,157,0,0,2,0
New England,1996,Giuseppe Galderisi,Giuseppe,Galderisi,F,4,3,248,0,0,4,2
New England,1996,Zak Ibsen,Zak,Ibsen,M,6,4,363,0,0,1,0
New England,1996,Tom Lips,Tom,Lips,D,8,5,473,0,0,2,1
New England,1996,Richard Weiszmann,Richard,Weiszmann,D,10,9,817,0,0,3,2
New England,1997,Alberto Naveda,Alberto,Naveda,F,29,28,2394,7,6,69,38
New England,1997,Imad Baba,Imad,Baba,M,29,28,2391,7,5,50,25
New England,1997,Chiquinho Conde,Chiquinho,Conde,F,17,17,1500,6,4,34,16
New England,1997,Joe-Max Moore,Joe-Max,Moore,F,13,12,987,4,2,28,15
New England,1997,Ivan McKinley,Ivan,McKinley,D-M,7,7,630,4,1,15,9
New England,1997,John Kerr,John,Kerr,F,19,14,1136,2,4,19,15
New England,1997,Alexi Lalas,Alexi,Lalas,D,30,29,2607,2,3,24,10
New England,1997,Ted Chronopoulos,Ted,Chronopoulos,D,30,30,2624,2,1,30,13
New England,1997,Alejandro Farias,Alejandro,Farias,M,25,24,2070,1,3,11,5
New England,1997,Paul Keegan,Paul,Keegan,F,16,5,652,1,1,12,5
New England,1997,Evans Wise,Evans,Wise,M,11,7,649,1,0,11,5
New England,1997,Sam George,Sam,George,M,16,10,893,1,0,12,5
New England,1997,Darren Sawatzky,Darren,Sawatzky,F,26,5,895,1,0,16,7
New England,1997,Giuseppe Galderisi,Giuseppe,Galderisi,F,7,7,514,0,2,12,3
New England,1997,Mike Burns,Mike,Burns,M,32,32,2880,0,2,36,18
New England,1997,Bill Harte,Bill,Harte,M,5,3,234,0,1,3,1
New England,1997,Greg Lalas,Greg,Lalas,D,2,0,6,0,0,0,0
New England,1997,Patrick Olalere,Patrick,Olalere,F,1,0,21,0,0,0,0
New England,1997,Kevin Wylie,Kevin,Wylie,F,3,0,31,0,0,0,0
New England,1997,Steve Klein,Steve,Klein,M,4,0,73,0,0,0,0
New England,1997,Rob Jachym,Rob,Jachym,F,6,0,152,0,0,8,3
New England,1997,Brian Dunseth,Brian,Dunseth,D,5,1,185,0,0,0,0
New England,1997,Scott Coufal,Scott,Coufal,GK,4,4,360,0,0,0,0
New England,1997,Jeff Causey,Jeff,Causey,GK,6,6,540,0,0,0,0
New England,1997,Erik Imler,Erik,Imler,M,15,9,855,0,0,3,1
New England,1998,Raul Diaz Arce,Raul,Diaz Arce,F,32,32,2878,18,8,90,51
New England,1998,Joe-Max Moore,Joe-Max,Moore,F,21,21,1864,7,15,54,25
New England,1998,Edwin Gorter,Edwin,Gorter,M,28,27,2394,7,7,72,25
New England,1998,Imad Baba,Imad,Baba,M,30,29,2484,5,4,60,29
New England,1998,Ivan McKinley,Ivan,McKinley,D-M,28,28,2282,4,1,34,14
New England,1998,Jair,Jair,,M,11,8,643,3,1,9,4
New England,1998,Johnny Torres,Johnny,Torres,F,20,16,1179,2,3,22,11
New England,1998,Ted Chronopoulos,Ted,Chronopoulos,D,23,23,1960,2,3,16,8
New England,1998,Mike Burns,Mike,Burns,M,23,23,2025,1,8,18,5
New England,1998,Paul Keegan,Paul,Keegan,F,20,7,892,1,4,17,6
New England,1998,Richard Goulooze,Richard,Goulooze,D,29,29,2529,1,2,12,2
New England,1998,Oscar Pareja,Oscar,Pareja,M,13,13,1088,0,5,14,5
New England,1998,Manny Motajo,Manny,Motajo,D,15,12,1012,0,2,3,1
New England,1998,Jamar Beasley,Jamar,Beasley,M,3,0,49,0,1,0,0
New England,1998,Carlos Rocha,Carlos,Rocha,F,16,4,537,0,1,11,3
New England,1998,Evans Wise,Evans,Wise,M,10,5,641,0,1,12,4
New England,1998,David Winner,David,Winner,GK,0,0,0,0,0,0,0
New England,1998,Kevin Coye,Kevin,Coye,D,0,0,0,0,0,0,0
New England,1998,Rob Jachym,Rob,Jachym,F,0,0,0,0,0,0,0
New England,1998,Tom McLaughlin,Tom,McLaughlin,F,1,0,29,0,0,0,0
New England,1998,Damian,Damian,,F,2,1,61,0,0,3,3
New England,1998,Jesse Van Saun,Jesse,Van Saun,F,5,0,117,0,0,0,0
New England,1998,Dahir Mohammed,Dahir,Mohammed,D,7,4,423,0,0,2,1
New England,1998,Jeff Causey,Jeff,Causey,GK,9,6,544,0,0,0,0
New England,1998,Janusz Michallik,Janusz,Michallik,M,12,9,759,0,0,4,1
New England,1999,Joe-Max Moore,Joe-Max,Moore,F,29,29,2610,15,8,83,47
New England,1999,Giovanni Savarese,Giovanni,Savarese,F,27,25,2062,10,2,48,30
New England,1999,Ivan McKinley,Ivan,McKinley,D-M,29,29,2430,4,4,42,18
New England,1999,Johnny Torres,Johnny,Torres,F,27,10,1248,3,3,28,14
New England,1999,Ted Chronopoulos,Ted,Chronopoulos,D,31,31,2710,1,5,25,14
New England,1999,Mike Burns,Mike,Burns,M,28,28,2505,1,4,25,13
New England,1999,Jair,Jair,,M,18,16,1263,1,1,18,9
New England,1999,Edwin Gorter,Edwin,Gorter,M,6,4,359,1,0,11,5
New England,1999,Carlos Parra,Carlos,Parra,M,12,4,473,1,0,3,1
New England,1999,Jeff Baicher,Jeff,Baicher,M,10,10,795,1,0,20,11
New England,1999,John Harkes,John,Harkes,M,22,21,1880,0,8,25,5
New England,1999,Kris Kelderman,Kris,Kelderman,M,18,11,995,0,2,3,2
New England,1999,Paul Keegan,Paul,Keegan,F,10,4,365,0,1,4,2
New England,1999,Jamar Beasley,Jamar,Beasley,M,18,3,502,0,1,16,8
New England,1999,Leonel Alvarez,Leonel,Alvarez,M,8,8,658,0,1,5,1
New England,1999,Mario Gori,Mario,Gori,D,17,16,1349,0,1,6,1
New England,1999,Walter Zenga,Walter,Zenga,GK,25,25,2125,0,1,0,0
New England,1999,Brian Dunseth,Brian,Dunseth,D,29,25,2370,0,1,7,3
New England,1999,Anthony Latronica,Anthony,Latronica,GK,0,0,0,0,0,0,0
New England,1999,Jesse Van Saun,Jesse,Van Saun,F,0,0,0,0,0,0,0
New England,1999,Jim Welch,Jim,Welch,GK,0,0,0,0,0,0,0
New England,1999,John Kerr,John,Kerr,F,0,0,0,0,0,0,0
New England,1999,Carlos Rocha,Carlos,Rocha,F,1,0,20,0,0,0,0
New England,1999,Manny Motajo,Manny,Motajo,D,2,1,56,0,0,0,0
New England,1999,Chaka Daley,Chaka,Daley,D,2,0,67,0,0,0,0
New England,2000,Wolde Harris,Wolde,Harris,F,31,31,2640,15,7,101,46
New England,2000,Imad Baba,Imad,Baba,M,30,29,2508,9,8,70,37
New England,2000,Ted Chronopoulos,Ted,Chronopoulos,D,25,25,2205,5,2,20,9
New England,2000,Mauricio Ramos,Mauricio,Ramos,M,21,21,1677,3,8,41,15
New England,2000,Jamar Beasley,Jamar,Beasley,M,19,6,848,3,3,32,16
New England,2000,John Harkes,John,Harkes,M,28,27,2511,2,6,23,8
New England,2000,Joe Franchino,Joe,Franchino,M,22,22,2004,2,2,11,5
New England,2000,Johnny Torres,Johnny,Torres,F,20,14,1328,1,4,28,21
New England,2000,William Sunsing,William,Sunsing,F,26,9,1263,1,3,38,17
New England,2000,Leonel Alvarez,Leonel,Alvarez,M,28,28,2474,1,2,11,4
New England,2000,Paul Keegan,Paul,Keegan,F,11,0,83,1,1,1,1
New England,2000,Ivan McKinley,Ivan,McKinley,D-M,13,12,1021,1,1,5,5
New England,2000,Mauricio Wright,Mauricio,Wright,D,16,16,1464,1,1,11,5
New England,2000,Jose Luis Morales,Jose,Luis Morales,F,8,6,448,1,0,15,9
New England,2000,Brian Dunseth,Brian,Dunseth,D,22,22,1970,1,0,7,3
New England,2000,Eric Wynalda,Eric,Wynalda,F,5,1,169,0,1,3,2
New England,2000,Shaker Asad,Shaker,Asad,M,8,2,246,0,1,3,0
New England,2000,Anthony Latronica,Anthony,Latronica,GK,0,0,0,0,0,0,0
New England,2000,David Winner,David,Winner,GK,0,0,0,0,0,0,0
New England,2000,Russell Payne,Russell,Payne,GK,0,0,0,0,0,0,0
New England,2000,Scott Budnick,Scott,Budnick,GK,0,0,0,0,0,0,0
New England,2000,Fabio Zuniga,Fabio,Zuniga,F,1,1,33,0,0,0,0
New England,2000,Eduardo Hurtado,Eduardo,Hurtado,F,3,1,161,0,0,5,2
New England,2000,Dan Calichman,Dan,Calichman,D,4,4,308,0,0,0,0
New England,2000,Mike Burns,Mike,Burns,M,8,2,351,0,0,4,1
New England,2001,Cate,Cate,,M,22,20,1807,8,8,47,23
New England,2001,Matt Okoh,Matt,Okoh,F,18,9,885,6,2,40,19
New England,2001,Ted Chronopoulos,Ted,Chronopoulos,D,16,15,1314,5,1,15,7
New England,2001,Andy Williams,Andy,Williams,M,20,17,1465,3,7,45,16
New England,2001,Wolde Harris,Wolde,Harris,F,21,17,1584,3,5,43,22
New England,2001,William Sunsing,William,Sunsing,F,22,11,1100,3,1,26,8
New England,2001,Johnny Torres,Johnny,Torres,F,21,15,1415,2,4,32,21
New England,2001,Mauricio Wright,Mauricio,Wright,D,24,24,2156,2,0,19,6
New England,2001,Shaker Asad,Shaker,Asad,M,19,9,970,1,1,14,5
New England,2001,Leonel Alvarez,Leonel,Alvarez,M,22,22,1849,1,1,10,6
New England,2001,Braeden Cloutier,Braeden,Cloutier,M,13,12,1057,0,3,8,2
New England,2001,Jay Heaps,Jay,Heaps,D,15,13,1311,0,3,18,5
New England,2001,Yari Allnutt,Yari,Allnutt,F,9,8,707,0,1,2,1
New England,2001,Joe Franchino,Joe,Franchino,M,23,23,2027,0,1,11,2
New England,2001,Adam Throop,Adam,Throop,GK,0,0,0,0,0,0,0
New England,2001,Fernando Ortiz-Solis,Fernando,Ortiz-Solis,M,0,0,0,0,0,0,0
New England,2001,Mersim Beskovic,Mersim,Beskovic,D,0,0,0,0,0,0,0
New England,2001,Randy Dedini,Randy,Dedini,GK,0,0,0,0,0,0,0
New England,2001,Stephen Danbusky,Stephen,Danbusky,D,0,0,0,0,0,0,0
New England,2001,Tony Frias,Tony,Frias,M,0,0,0,0,0,0,0
New England,2001,Roland Aguilera,Roland,Aguilera,M,1,0,1,0,0,1,0
New England,2001,Jamar Beasley,Jamar,Beasley,M,1,0,19,0,0,0,0
New England,2001,John Wolyniec,John,Wolyniec,F,1,0,45,0,0,1,1
New England,2001,Eric Wynalda,Eric,Wynalda,F,3,2,182,0,0,1,0
New England,2001,Nick Downing,Nick,Downing,D,5,3,279,0,0,0,0
New England,2002,Taylor Twellman,Taylor,Twellman,F,28,26,2418,23,6,92,58
New England,2002,Steve Ralston,Steve,Ralston,M,27,27,2460,5,19,27,13
New England,2002,Wolde Harris,Wolde,Harris,F,22,11,1117,4,0,41,24
New England,2002,Daniel Hernandez,Daniel,Hernandez,M,19,16,1492,3,1,23,9
New England,2002,Jay Heaps,Jay,Heaps,D,27,26,2389,2,6,23,13
New England,2002,Brian Kamler,Brian,Kamler,M,16,13,1099,2,5,14,4
New England,2002,Alex Pineda Chacon,Alex,Pineda Chacon,M,20,9,1014,2,2,20,9
New England,2002,Leo Cullen,Leo,Cullen,M,28,27,2444,2,2,10,6
New England,2002,Joe Franchino,Joe,Franchino,M,23,23,2015,1,5,16,4
New England,2002,Jim Rooney,Jim,Rooney,M,20,20,1715,1,2,19,5
New England,2002,Diego Serna,Diego,Serna,F,5,2,248,1,1,12,6
New England,2002,Mamadou Diallo,Mamadou,Diallo,F,7,7,488,1,1,30,19
New England,2002,John Wilson,John,Wilson,D,1,0,16,1,0,1,1
New England,2002,Daouda Kante,Daouda,Kante,D,8,8,729,1,0,1,1
New England,2002,Ian Fuller,Ian,Fuller,F,11,5,446,0,3,5,2
New England,2002,Andy Williams,Andy,Williams,M,5,2,275,0,2,8,3
New England,2002,Ted Chronopoulos,Ted,Chronopoulos,D,5,5,415,0,2,2,1
New England,2002,Winston Griffiths,Winston,Griffiths,M,8,6,428,0,2,7,2
New England,2002,Braeden Cloutier,Braeden,Cloutier,M,11,7,608,0,1,6,1
New England,2002,Carlos Semedo,Carlos,Semedo,D,9,8,631,0,1,1,0
New England,2002,Carlos Llamosa,Carlos,Llamosa,D,14,13,1056,0,1,1,0
New England,2002,Dmitri Strunkin,Dmitri,Strunkin,GK,0,0,0,0,0,0,0
New England,2002,Marshall Leonard,Marshall,Leonard,M,0,0,0,0,0,0,0
New England,2002,Scott Powers,Scott,Powers,M,0,0,0,0,0,0,0
New England,2002,Scott Vallow,Scott,Vallow,GK,0,0,0,0,0,0,0
New England,2003,Taylor Twellman,Taylor,Twellman,F,22,20,1893,15,4,90,47
New England,2003,Pat Noonan,Pat,Noonan,F,28,17,1642,10,7,44,24
New England,2003,Brian Kamler,Brian,Kamler,M,28,28,2322,6,5,37,18
New England,2003,Joe-Max Moore,Joe-Max,Moore,F,16,13,1186,4,7,42,19
New England,2003,Steve Ralston,Steve,Ralston,M,26,25,2347,4,7,29,15
New England,2003,Jay Heaps,Jay,Heaps,D,28,28,2579,3,1,25,9
New England,2003,Chris Brown,Chris,Brown,M-F,3,1,138,3,0,6,5
New England,2003,Wolde Harris,Wolde,Harris,F,17,9,854,2,2,26,13
New England,2003,Shalrie Joseph,Shalrie,Joseph,M,28,27,2465,2,2,46,17
New England,2003,Dario Fabbro,Dario,Fabbro,F,8,7,511,2,0,7,4
New England,2003,Jose Cancela,Jose,Cancela,M,13,12,1142,1,7,36,13
New England,2003,Joe Franchino,Joe,Franchino,M,25,25,2355,1,4,25,8
New England,2003,Daniel Hernandez,Daniel,Hernandez,M,9,4,520,0,2,8,2
New England,2003,Leo Cullen,Leo,Cullen,M,26,18,1563,0,2,7,2
New England,2003,Jorge Vazquez,Jorge,Vazquez,M,4,2,197,0,1,1,0
New England,2003,Nick Downing,Nick,Downing,D,0,0,0,0,0,0,0
New England,2003,Tony Frias,Tony,Frias,M,0,0,0,0,0,0,0
New England,2003,Kyle Singer,Kyle,Singer,GK,1,0,9,0,0,0,0
New England,2003,Chris Bagley,Chris,Bagley,F,3,0,59,0,0,0,0
New England,2003,Ibrahim Kante,Ibrahim,Kante,F,2,0,64,0,0,1,0
New England,2003,Jason Moore,Jason,Moore,M,13,1,326,0,0,4,2
New England,2003,Matt Reis,Matt,Reis,GK,5,5,460,0,0,0,0
New England,2003,Marshall Leonard,Marshall,Leonard,M,10,5,549,0,0,2,0
New England,2003,Daouda Kante,Daouda,Kante,D,16,14,1319,0,0,2,2
New England,2003,Rusty Pierce,Rusty,Pierce,D,21,21,1878,0,0,2,1
New England,2004,Pat Noonan,Pat,Noonan,F,29,29,2545,11,8,75,37
New England,2004,Taylor Twellman,Taylor,Twellman,F,23,23,2050,9,1,70,39
New England,2004,Steve Ralston,Steve,Ralston,M,30,30,2700,7,8,25,11
New England,2004,Clint Dempsey,Clint,Dempsey,F,24,23,2024,7,1,47,25
New England,2004,Jose Cancela,Jose,Cancela,M,25,24,1957,3,10,41,20
New England,2004,Andy Dorman,Andy,Dorman,M,20,2,362,2,1,6,5
New England,2004,Felix Brillant,Felix,Brillant,M-F,19,6,850,1,2,8,4
New England,2004,Jay Heaps,Jay,Heaps,D,28,26,2415,1,2,11,6
New England,2004,Joe Franchino,Joe,Franchino,M,20,20,1693,1,0,21,7
New England,2004,Richie Baker,Richie,Baker,M,20,11,1047,0,6,14,7
New England,2004,Shalrie Joseph,Shalrie,Joseph,M,23,23,2032,0,3,17,4
New England,2004,Joe-Max Moore,Joe-Max,Moore,F,3,3,246,0,2,4,2
New England,2004,Brian Kamler,Brian,Kamler,M,22,20,1653,0,2,14,6
New England,2004,Marshall Leonard,Marshall,Leonard,M,25,22,1992,0,1,5,2
New England,2004,Andrew Terris,Andrew,Terris,GK,0,0,0,0,0,0,0
New England,2004,Bobby Thompson,Bobby,Thompson,M,0,0,0,0,0,0,0
New England,2004,Clint Baumstark,Clint,Baumstark,GK,0,0,0,0,0,0,0
New England,2004,Doug Warren,Doug,Warren,GK,0,0,0,0,0,0,0
New England,2004,Kyle Singer,Kyle,Singer,GK,0,0,0,0,0,0,0
New England,2004,Perek Belleh,Perek,Belleh,F,0,0,0,0,0,0,0
New England,2004,Luke Vercollone,Luke,Vercollone,M,2,0,2,0,0,0,0
New England,2004,Steve Howey,Steve,Howey,D,3,3,193,0,0,0,0
New England,2004,Daouda Kante,Daouda,Kante,D,4,3,220,0,0,1,0
New England,2004,Adin Brown,Adin,Brown,GK,7,7,585,0,0,0,0
New England,2004,Rusty Pierce,Rusty,Pierce,D,14,13,1179,0,0,1,0
New England,2005,Taylor Twellman,Taylor,Twellman,F,25,25,2226,17,7,82,51
New England,2005,Clint Dempsey,Clint,Dempsey,F,26,26,2319,10,9,60,27
New England,2005,Pat Noonan,Pat,Noonan,F,21,21,1843,8,7,57,29
New England,2005,Shalrie Joseph,Shalrie,Joseph,M,31,31,2788,6,5,32,18
New England,2005,Khano Smith,Khano,Smith,M,23,8,925,3,2,27,8
New England,2005,Jose Cancela,Jose,Cancela,M,25,22,1642,2,5,23,11
New England,2005,Andy Dorman,Andy,Dorman,M,30,19,1954,2,5,21,9
New England,2005,Steve Ralston,Steve,Ralston,M,21,21,1857,1,6,29,14
New England,2005,Jay Heaps,Jay,Heaps,D,31,31,2790,1,5,17,10
New England,2005,James Riley,James,Riley,D-F,23,12,1292,1,3,9,4
New England,2005,Marshall Leonard,Marshall,Leonard,M,27,25,1922,1,1,15,8
New England,2005,Joe Franchino,Joe,Franchino,M,24,23,2011,0,3,10,4
New England,2005,Avery John,Avery,John,D,14,13,1167,0,1,0,0
New England,2005,Easton Wilson,Easton,Wilson,M,0,0,0,0,0,0,0
New England,2005,Felix Brillant,Felix,Brillant,M-F,0,0,0,0,0,0,0
New England,2005,Gilberto Flores,Gilberto,Flores,M,0,0,0,0,0,0,0
New England,2005,Kyle Singer,Kyle,Singer,GK,0,0,0,0,0,0,0
New England,2005,Marcos Romaneiro,Marcos,Romaneiro,M,0,0,0,0,0,0,0
New England,2005,T.J. Tomasso,T.J.,Tomasso,GK,0,0,0,0,0,0,0
New England,2005,Tony Lochhead,Tony,Lochhead,D,0,0,0,0,0,0,0
New England,2005,Jeff Larentowicz,Jeff,Larentowicz,M,1,0,1,0,0,0,0
New England,2005,Jamie Holmes,Jamie,Holmes,F,1,0,20,0,0,0,0
New England,2005,Ricardo Phillips,Ricardo,Phillips,M-F,4,0,34,0,0,0,0
New England,2005,Luke Vercollone,Luke,Vercollone,M,3,0,35,0,0,0,0
New England,2005,Doug Warren,Doug,Warren,GK,2,1,96,0,0,0,0
New England,2006,Taylor Twellman,Taylor,Twellman,F,32,32,2856,11,5,86,42
New England,2006,Clint Dempsey,Clint,Dempsey,F,21,21,1865,8,4,67,31
New England,2006,Andy Dorman,Andy,Dorman,M,32,32,2834,6,10,60,33
New England,2006,Steve Ralston,Steve,Ralston,M,30,30,2683,6,5,23,14
New England,2006,Shalrie Joseph,Shalrie,Joseph,M,26,26,2331,3,1,27,7
New England,2006,Pat Noonan,Pat,Noonan,F,14,12,850,1,3,16,5
New England,2006,Jeff Larentowicz,Jeff,Larentowicz,M,26,19,1974,1,1,20,5
New England,2006,Jose Manuel Abundis,Jose,Manuel Abundis,F,2,2,140,1,0,4,2
New England,2006,Khano Smith,Khano,Smith,M,10,2,340,1,0,10,4
New England,2006,Jose Cancela,Jose,Cancela,M,21,15,1385,0,5,28,15
New England,2006,Jay Heaps,Jay,Heaps,D,31,31,2790,0,4,11,2
New England,2006,Tony Lochhead,Tony,Lochhead,D,16,9,797,0,2,0,0
New England,2006,Kyle Brown,Kyle,Brown,F,12,2,288,0,1,3,1
New England,2006,Joe Franchino,Joe,Franchino,M,21,19,1520,0,1,18,3
New England,2006,Adam Williamson,Adam,Williamson,M,0,0,0,0,0,0,0
New England,2006,Arsene Oka,Arsene,Oka,M,0,0,0,0,0,0,0
New England,2006,Doug Warren,Doug,Warren,GK,0,0,0,0,0,0,0
New England,2006,Leandro de Oliveira,Leandro,de Oliveira,M,0,0,0,0,0,0,0
New England,2006,Miguel Gonzalez,Miguel,Gonzalez,M,0,0,0,0,0,0,0
New England,2006,Pat Haggerty,Pat,Haggerty,D,0,0,0,0,0,0,0
New England,2006,Ryan Latham,Ryan,Latham,F,0,0,0,0,0,0,0
New England,2006,T.J. Tomasso,T.J.,Tomasso,GK,0,0,0,0,0,0,0
New England,2006,Jani Galik,Jani,Galik,M,2,1,46,0,0,0,0
New England,2006,Danny Wynn,Danny,Wynn,M-D,2,0,61,0,0,0,0
New England,2006,Marshall Leonard,Marshall,Leonard,M,1,0,76,0,0,0,0
New England,2007,Taylor Twellman,Taylor,Twellman,F,26,25,2283,16,3,90,55
New England,2007,Pat Noonan,Pat,Noonan,F,27,21,1736,7,4,42,24
New England,2007,Andy Dorman,Andy,Dorman,M,30,27,2269,7,2,48,27
New England,2007,Steve Ralston,Steve,Ralston,M,26,26,2337,4,14,33,18
New England,2007,Shalrie Joseph,Shalrie,Joseph,M,27,27,2366,4,5,42,14
New England,2007,Adam Cristman,Adam,Cristman,F,28,14,1421,4,4,40,16
New England,2007,Jeff Larentowicz,Jeff,Larentowicz,M,28,28,2455,3,4,28,9
New England,2007,Khano Smith,Khano,Smith,M,29,26,2210,2,6,36,12
New England,2007,Wells Thompson,Wells,Thompson,M,27,11,1215,1,0,16,7
New England,2007,Michael Parkhurst,Michael,Parkhurst,D,25,25,2197,1,0,1,1
New England,2007,Jay Heaps,Jay,Heaps,D,28,28,2475,1,0,16,8
New England,2007,Avery John,Avery,John,D,19,18,1559,0,1,2,1
New England,2007,Matt Reis,Matt,Reis,GK,30,30,2700,0,1,0,0
New England,2007,Amaechi Igwe,Amaechi,Igwe,D,0,0,0,0,0,0,0
New England,2007,Brad Knighton,Brad,Knighton,GK,0,0,0,0,0,0,0
New England,2007,Chris Loftus,Chris,Loftus,F,0,0,0,0,0,0,0
New England,2007,Daniel Hernandez,Daniel,Hernandez,M,0,0,0,0,0,0,0
New England,2007,Doug Warren,Doug,Warren,GK,0,0,0,0,0,0,0
New England,2007,Kyle Helton,Kyle,Helton,D,0,0,0,0,0,0,0
New England,2007,Marshall Leonard,Marshall,Leonard,M,0,0,0,0,0,0,0
New England,2007,Miguel Gonzalez,Miguel,Gonzalez,M,0,0,0,0,0,0,0
New England,2007,Ryan Solle,Ryan,Solle,M,0,0,0,0,0,0,0
New England,2007,Tony Lochhead,Tony,Lochhead,D,0,0,0,0,0,0,0
New England,2007,Willie Sims,Willie,Sims,F,0,0,0,0,0,0,0
New England,2007,Sainey Nyassi,Sainey,Nyassi,M,1,0,8,0,0,0,0
New England,2008,Steve Ralston,Steve,Ralston,M,21,20,1715,8,7,21,13
New England,2008,Taylor Twellman,Taylor,Twellman,F,16,12,1211,8,2,42,22
New England,2008,Adam Cristman,Adam,Cristman,F,18,16,1300,6,1,39,24
New England,2008,Kheli Dube,Kheli,Dube,F,21,13,1252,4,4,29,13
New England,2008,Jeff Larentowicz,Jeff,Larentowicz,M,28,28,2437,4,2,24,12
New England,2008,Kenny Mansally,Kenny,Mansally,M-F,17,11,979,3,1,14,8
New England,2008,Khano Smith,Khano,Smith,M,23,18,1515,2,3,26,10
New England,2008,Sainey Nyassi,Sainey,Nyassi,M,25,18,1661,2,1,28,13
New England,2008,Shalrie Joseph,Shalrie,Joseph,M,27,27,2384,1,1,27,12
New England,2008,Mauricio Castro,Mauricio,Castro,M,24,22,1584,0,3,29,20
New England,2008,Chris Tierney,Chris,Tierney,D-M,6,4,340,0,1,0,0
New England,2008,Wells Thompson,Wells,Thompson,M,19,8,786,0,1,9,1
New England,2008,Michael Parkhurst,Michael,Parkhurst,D,28,28,2520,0,1,4,0
New England,2008,Jay Heaps,Jay,Heaps,D,30,30,2700,0,1,15,4
New England,2008,Brad Knighton,Brad,Knighton,GK,0,0,0,0,0,0,0
New England,2008,Brandon Manzonelli,Brandon,Manzonelli,M,0,0,0,0,0,0,0
New England,2008,Brandon Tyler,Brandon,Tyler,M,0,0,0,0,0,0,0
New England,2008,Matthew Britner,Matthew,Britner,D,0,0,0,0,0,0,0
New England,2008,Rob Valentino,Rob,Valentino,D,0,0,0,0,0,0,0
New England,2008,Sam Brill,Sam,Brill,D,0,0,0,0,0,0,0
New England,2008,Spencer Wadsworth,Spencer,Wadsworth,M-F,0,0,0,0,0,0,0
New England,2008,Joe Franchino,Joe,Franchino,M,1,0,1,0,0,0,0
New England,2008,Joe Germanese,Joe,Germanese,M,1,0,20,0,0,0,0
New England,2008,Argenis Fernandez,Argenis,Fernandez,F,2,0,61,0,0,1,1
New England,2008,Chase Hilgenbrinck,Chase,Hilgenbrinck,D,4,1,186,0,0,0,0
New England,2009,Shalrie Joseph,Shalrie,Joseph,M,27,24,2228,8,8,29,12
New England,2009,Kheli Dube,Kheli,Dube,F,26,20,1720,8,0,49,24
New England,2009,Steve Ralston,Steve,Ralston,M,20,17,1543,7,7,18,11
New England,2009,Edgaras Jankauskas,Edgaras,Jankauskas,F,10,8,667,2,1,15,5
New England,2009,Sainey Nyassi,Sainey,Nyassi,M,28,22,1940,2,1,28,14
New England,2009,Taylor Twellman,Taylor,Twellman,F,2,0,109,2,0,5,4
New England,2009,Jay Heaps,Jay,Heaps,D,25,25,2170,1,4,19,11
New England,2009,Wells Thompson,Wells,Thompson,M,25,17,1652,1,2,14,5
New England,2009,Kenny Mansally,Kenny,Mansally,M-F,25,19,1699,1,2,28,10
